year,tif_number,property_tax,total_expenditures,transfers_in,transfers_out,surplus,end_balance,flags
2014,126,0,802584,0,0,0,3000887,"Revenue checksum fails|field ""property_tax"" had no value attached|Checksum failed"
2014,127,1418590,401369,0,-1688175,0,4883138,Total of other finances did not match anything. Guessing total by adding individual|Revenues after expenditure checksum failed
2014,140,635878,606395,0,0,0,166956,Revenue checksum fails|Revenues after expenditure checksum failed|Checksum failed
2014,144,0,2032004,1819760,0,0,841222,"Total of other finances did not match anything. Guessing total by adding individual|Revenue checksum fails|field ""property_tax"" had no value attached|Checksum failed"
2014,151,3516,84383,0,0,0,1094944,Revenue checksum fails|Checksum failed
2015,36,2298956,665180,0,0,-603915,14272173,Total of other finances did not match anything. Guessing total by adding individual|Total expenditures did not match. Guessing total by adding individual
2015,45,1437898,234430,0,0,-7036015,4568782,Total of other finances did not match anything. Guessing total by adding individual|Revenues after expenditure checksum failed
2015,48,6817143,5465818,0,0,-657440,24833134,Total of other finances did not match anything. Guessing total by adding individual|Revenues after expenditure checksum failed
2015,53,10513921,17101877,0,0,0,44360379,Expenditure checksum fails|Checksum failed
2015,63,23073689,6663567,0,0,-2514189,80386129,Beginning of year balance has no value|Total of other finances did not match anything. Guessing total by adding individual
2015,74,1620205,1806955,0,0,-842403,0,End of year balance has no value|Total of other finances did not match anything. Guessing total by adding individual
2015,75,1755505,6961948,3932589,-640000,0,11579287,Expenditure checksum fails|Checksum failed
2015,76,1648983,2758403,0,-1724652,0,1826548,Total of other finances did not match anything. Guessing total by adding individual|Revenue checksum fails|Revenues after expenditure checksum failed|Checksum failed
2015,84,5799099,5396131,0,-1668129,0,15020442,Total of other finances did not match anything. Guessing total by adding individual|Revenue checksum fails|Revenues after expenditure checksum failed|Checksum failed
2015,89,1127197,34104,0,0,0,4795022,"field ""transfers_out"" had no value attached|Total of other finances did not match anything. Guessing total by adding individual"
2015,96,584443,29514,0,0,-840737,6953694,Total of other finances did not match anything. Guessing total by adding individual|Revenues after expenditure checksum failed
2015,123,227181,439529,0,-529330,0,1950638,Total of other finances did not match anything. Guessing total by adding individual|Revenues after expenditure checksum failed
2015,126,866888,534997,0,0,0,3342219,Revenue checksum fails|Checksum failed
2015,140,520367,523016,0,0,0,165843,"field ""total_revenue"" had no value attached|Total revenue did not match. Guessing total by adding individual"
2015,156,544718,71939,0,0,-82548,3818865,Total of other finances did not match anything. Guessing total by adding individual|Revenue checksum fails|Revenues after expenditure checksum failed|Checksum failed
2015,169,198510,1013325,0,0,0,1653173,Revenue checksum fails|Checksum failed
2015,171,-965,136679,0,0,0,673250,Revenue checksum fails|Revenues after expenditure checksum failed|Checksum failed
2015,173,520084,11185,0,0,0,510253,Beginning of year balance has no value|Revenues after expenditure checksum failed
2016,90,409172,210586,0,0,-105000,2590759,Total of other finances did not match anything. Guessing total by adding individual|Total expenditures did not match. Guessing total by adding individual
2016,98,1522973,121437,0,-1893472,0,4423648,Beginning of year balance has no value|Total of other finances did not match anything. Guessing total by adding individual
2016,122,365092,0,0,0,0,631583,"field ""economic_dev"" had no value attached|Total expenditures did not match. Guessing total by adding individual"
2016,131,1993204,1356286,0,0,-1248000,1234839,Total of other finances did not match anything. Guessing total by adding individual|Revenue checksum fails|Checksum failed
2016,139,1349354,453572,0,0,-92000,0,End of year balance has no value|Total of other finances did not match anything. Guessing total by adding individual
2016,158,6818991,433675,0,0,0,1097222,Revenue checksum fails|Checksum failed
2016,167,4669,0,0,0,0,711453,"Revenues after expenditure checksum failed|field ""economic_dev"" had no value attached|Total expenditures did not match. Guessing total by adding individual"
2016,169,303122,2212463,1700000,0,0,0,End of year balance has no value|Total of other finances did not match anything. Guessing total by adding individual
2016,174,0,0,625000,0,0,614406,"Beginning of year balance has no value|Total of other finances did not match anything. Guessing total by adding individual|field ""property_tax"" had no value attached|field ""economic_dev"" had no value attached|Total expenditures did not match. Guessing total by adding individual"
2016,176,441840,8936,1000000,0,0,1411668,Beginning of year balance has no value|Total of other finances did not match anything. Guessing total by adding individual
2016,177,0,3061830,3064830,0,0,9319,"Beginning of year balance has no value|Total of other finances did not match anything. Guessing total by adding individual|field ""property_tax"" had no value attached"
2017,52,30108683,7931743,0,-3910826,0,97311310,Total of other finances did not match anything. Guessing total by adding individual|Revenues after expenditure checksum failed
2017,74,1913019,0,0,0,0,8068915,"Revenues after expenditure checksum failed|field ""economic_dev"" had no value attached|Total expenditures did not match. Guessing total by adding individual"
2017,105,3521069,3524904,0,0,0,5827922,Revenue checksum fails|Revenues after expenditure checksum failed|Checksum failed
2017,122,358214,0,0,0,-500000,497602,"Total of other finances did not match anything. Guessing total by adding individual|field ""economic_dev"" had no value attached|Total expenditures did not match. Guessing total by adding individual"
2017,135,346404,8467,0,0,0,0,Beginning of year balance has no value|End of year balance has no value
2017,165,-1864,2088,0,0,0,458821,Revenue checksum fails|Revenues after expenditure checksum failed|Checksum failed
2017,167,1491,189098,1900000,0,0,2409110,Total of other finances did not match anything. Guessing total by adding individual|Revenues after expenditure checksum failed
2017,174,0,0,0,0,0,624731,"field ""property_tax"" had no value attached|field ""economic_dev"" had no value attached|Total expenditures did not match. Guessing total by adding individual"
2017,179,0,0,350000,0,0,345375,"Beginning of year balance has no value|Total of other finances did not match anything. Guessing total by adding individual|field ""property_tax"" had no value attached|field ""economic_dev"" had no value attached|Total expenditures did not match. Guessing total by adding individual"
2017,180,8333898,118875,0,0,0,0,Beginning of year balance has no value|End of year balance has no value
2018,27,873011,0,0,0,-437000,2120418,"Total of other finances did not match anything. Guessing total by adding individual|field ""economic_dev"" had no value attached|Total expenditures did not match. Guessing total by adding individual"
2018,78,0,263164,0,0,0,991485,"Beginning of year balance has no value|field ""property_tax"" had no value attached"
2018,145,482603,8414,0,0,-33000,1663786,Total of other finances did not match anything. Guessing total by adding individual|Revenue checksum fails|Checksum failed
2018,148,0,13989,0,0,0,406906,"Revenue checksum fails|field ""property_tax"" had no value attached|field ""interest"" had no value attached|Checksum failed"
2019,29,2494994,52437,0,0,0,9141232,"Revenue checksum fails|field ""interest"" had no value attached|Checksum failed"
2019,62,1836077,0,10350000,0,0,9026522,"Total of other finances did not match anything. Guessing total by adding individual|Revenues after expenditure checksum failed|field ""economic_dev"" had no value attached|Total expenditures did not match. Guessing total by adding individual"
2019,94,25682510,3631847,0,0,-42043000,40135380,Total of other finances did not match anything. Guessing total by adding individual|Revenue checksum fails|Checksum failed
2019,140,795614,0,0,0,0,1016343,"Revenues after expenditure checksum failed|field ""economic_dev"" had no value attached|Total expenditures did not match. Guessing total by adding individual"
2019,164,0,30554,1280000,0,0,1657691,"Total of other finances did not match anything. Guessing total by adding individual|field ""property_tax"" had no value attached"
2019,174,0,23867,550000,0,0,1069947,"Total of other finances did not match anything. Guessing total by adding individual|field ""property_tax"" had no value attached"
2020,167,197020,346992,0,0,0,0,Beginning of year balance has no value|End of year balance has no value
2020,183,3639892,92083,100000,0,0,3727526,Beginning of year balance has no value|Total of other finances did not match anything. Guessing total by adding individual
2020,184,1522041,75746,2450000,0,0,3986633,Beginning of year balance has no value|Total of other finances did not match anything. Guessing total by adding individual
2021,38,5171116,1614200,0,0,-441388,20112665,Total of other finances did not match anything. Guessing total by adding individual|Revenues after expenditure checksum failed
2021,110,11806561,20742650,0,0,0,14476253,"field ""transfers_in"" had no value attached|Total of other finances did not match anything. Guessing total by adding individual"
2022,68,5768991,6319409,0,0,0,8635485,Beginning of year balance has no value|Revenue checksum fails|Revenues after expenditure checksum failed|Checksum failed
2022,84,10631083,0,0,0,0,33827789,"Revenues after expenditure checksum failed|field ""economic_dev"" had no value attached|Total expenditures did not match. Guessing total by adding individual"
2022,185,0,0,6600000,0,0,6272895,"Beginning of year balance has no value|Total of other finances did not match anything. Guessing total by adding individual|field ""property_tax"" had no value attached|field ""economic_dev"" had no value attached|Total expenditures did not match. Guessing total by adding individual"
